generation,genome,fitness
19,0.0917541,0.503931
19,0.199211,1.25061
19,0.199211,1.25061
19,-0.109277,-2.70844
19,-0.434878,-1.24401
19,0.199211,1.25061
19,-0.0916364,-2.49398
19,0.199211,1.25061
19,0.199211,1.25061
19,0.199211,1.25061
19,0.50767,-0.863162
19,0.433184,-0.557844
19,0.199211,1.25061
19,0.510066,-0.864993
19,0.651424,-0.295846
19,-0.378652,-1.77912
19,0.199211,1.25061
19,0.199211,1.25061
19,0.199211,1.25061
19,0.199211,1.25061
20,1.05875,-0.48434
20,-0.620139,-1.13058
20,0.199211,1.25061
20,0.199211,1.25061
20,1.06943,-0.459639
20,0.78793,0.294468
20,0.199211,1.25061
20,0.7549,0.240348
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.0917541,0.503931
20,0.0104881,-0.811394
20,0.199211,1.25061
20,0.385457,-0.146769
20,0.199211,1.25061
20,-0.562659,-0.905599
20,0.477959,-0.798407
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,-0.37048,-1.86807
20,0.199211,1.25061
20,0.199211,1.25061
20,0.651424,-0.295846
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,-0.234155,-3.12775
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.973206,-0.36435
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
20,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.685054,-0.0812185
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.78793,0.294468
21,0.622819,-0.480381
21,0.7549,0.240348
21,0.199211,1.25061
21,0.137314,0.994923
21,-0.35216,-2.07182
21,-0.699333,-1.53283
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.040732,-0.279681
21,0.199211,1.25061
21,0.472172,-0.776739
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.0118734,-0.78655
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,1.14646,0.00767776
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.158772,1.13961
21,1.14182,-0.0337239
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.302127,0.704346
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.199211,1.25061
21,0.984185,-0.405755
21,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,-0.598901,-1.03065
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.186872,1.2391
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.394529,-0.234115
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,-0.0814488,-2.35571
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,-0.756216,-1.69875
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,-0.633745,-1.2006
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,1.05478,-0.491007
22,0.199211,1.25061
22,1.12898,-0.140325
22,0.199211,1.25061
22,0.199211,1.25061
22,0.199211,1.25061
22,-0.181072,-3.19426
22,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.166936,1.17909
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.295966,0.761435
23,0.199211,1.25061
23,0.199211,1.25061
23,0.636188,-0.395269
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.863892,0.154518
23,-0.756869,-1.69956
23,1.12898,-0.140325
23,0.199211,1.25061
23,-0.0720163,-2.21923
23,0.199211,1.25061
23,0.199211,1.25061
23,1.15463,0.0839568
23,-0.290093,-2.73037
23,0.199211,1.25061
23,1.02444,-0.498713
23,0.504238,-0.859665
23,0.199211,1.25061
23,0.199211,1.25061
23,0.320831,0.520809
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.424836,-0.495802
23,0.199211,1.25061
23,-0.301941,-2.61562
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.0369386,-0.344644
23,0.7444,0.208377
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,0.199211,1.25061
23,-0.022737,-1.40661
23,0.199211,1.25061
23,0.0721882,0.226991
24,0.136511,0.988374
24,0.199211,1.25061
24,1.11359,-0.251532
24,0.229321,1.20019
24,0.199211,1.25061
24,1.07057,-0.456404
24,0.199211,1.25061
24,0.199211,1.25061
24,-0.497245,-0.90847
24,0.199211,1.25061
24,-0.0463141,-1.81251
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,-0.262643,-2.95983
24,0.199211,1.25061
24,0.199211,1.25061
24,1.1758,0.2997
24,0.139956,1.01589
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,0.00451089,-0.918812
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,-0.147057,-3.04631
24,0.7444,0.208377
24,-0.652308,-1.29932
24,0.199211,1.25061
24,1.26714,1.34515
24,0.199211,1.25061
24,0.34846,0.233478
24,0.199211,1.25061
24,0.155026,1.1186
24,-0.357907,-2.00751
24,0.840973,0.231679
24,0.199211,1.25061
24,0.199211,1.25061
24,0.295966,0.761435
24,0.0097626,-0.824415
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
24,0.199211,1.25061
25,0.753541,0.236597
25,0.199211,1.25061
25,0.199211,1.25061
25,1.26714,1.34515
25,0.199211,1.25061
25,0.705494,0.0361014
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,1.06189,-0.478111
25,0.199211,1.25061
25,0.453267,-0.685965
25,0.199211,1.25061
25,1.58827,-0.295907
25,1.13276,-0.110196
25,-0.396126,-1.596
25,0.199211,1.25061
25,0.155026,1.1186
25,1.15304,0.0687571
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.50183,-0.856592
25,0.199211,1.25061
25,0.199211,1.25061
25,0.233548,1.18471
25,1.26714,1.34515
25,0.229321,1.20019
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
25,0.199211,1.25061
26,0.199211,1.25061
26,0.199211,1.25061
26,0.199211,1.25061
26,0.781654,0.289774
26,0.535475,-0.854251
26,0.199211,1.25061
26,0.199211,1.25061
26,1.26714,1.34515
26,1.26714,1.34515
26,0.199211,1.25061
26,1.26714,1.34515
26,0.128036,0.914442
26,1.26714,1.34515
26,0.199211,1.25061
26,1.26714,1.34515
26,0.199211,1.25061
26,1.26714,1.34515
26,0.199211,1.25061
26,1.14099,-0.0410129
26,0.199211,1.25061
26,0.199211,1.25061
26,1.26714,1.34515
26,0.199211,1.25061
26,1.26714,1.34515
26,0.199211,1.25061
26,0.545794,-0.834848
26,0.89174,0.0320357
26,0.199211,1.25061
26,0.199211,1.25061
26,0.199211,1.25061
26,0.199211,1.25061
26,0.199211,1.25061
26,0.199211,1.25061
26,0.0920107,0.507327
26,1.26714,1.34515
26,0.199211,1.25061
26,0.199211,1.25061
26,1.26714,1.34515
26,0.199211,1.25061
26,1.26714,1.34515
26,0.199211,1.25061
26,0.199211,1.25061
26,0.199211,1.25061
26,0.690653,-0.0476989
26,0.199211,1.25061
26,0.966758,-0.337578
26,1.02647,-0.500478
26,0.199211,1.25061
26,0.199211,1.25061
26,0.199211,1.25061
27,0.418858,-0.448471
27,1.26714,1.34515
27,0.199211,1.25061
27,0.199211,1.25061
27,0.169934,1.19142
27,0.199211,1.25061
27,0.199211,1.25061
27,1.11466,-0.244378
27,1.26714,1.34515
27,0.673928,-0.150231
27,1.71169,-1.87281
27,0.317608,0.553341
27,2.2193,0.122
27,2.10475,0.504541
27,2.19856,0.227268
27,1.26714,1.34515
27,1.26714,1.34515
27,0.199211,1.25061
27,1.26714,1.34515
27,1.26714,1.34515
27,1.26714,1.34515
27,1.26714,1.34515
27,0.199211,1.25061
27,-0.743082,-1.67666
27,1.26714,1.34515
27,-0.558179,-0.895449
27,1.26714,1.34515
27,1.26714,1.34515
27,0.199211,1.25061
27,-0.180552,-3.19314
27,1.26714,1.34515
27,1.26714,1.34515
27,0.730709,0.156823
27,0.199211,1.25061
27,0.199211,1.25061
27,1.26714,1.34515
27,0.199211,1.25061
27,1.26714,1.34515
27,0.199211,1.25061
27,1.26714,1.34515
27,1.26714,1.34515
27,0.199211,1.25061
27,0.199211,1.25061
27,0.199211,1.25061
27,1.26714,1.34515
27,0.199211,1.25061
27,0.199211,1.25061
27,1.26714,1.34515
27,1.26714,1.34515
27,0.199211,1.25061
28,0.199211,1.25061
28,1.26714,1.34515
28,1.792,-1.98056
28,0.882471,0.0755428
28,1.26714,1.34515
28,1.94593,-0.520389
28,1.26714,1.34515
28,1.26714,1.34515
28,1.35926,2.01083
28,1.26714,1.34515
28,0.199211,1.25061
28,1.26714,1.34515
28,0.199211,1.25061
28,-0.612007,-1.09065
28,1.26714,1.34515
28,0.199211,1.25061
28,0.16291,1.16071
28,0.199211,1.25061
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,-0.221158,-3.17572
28,1.68996,-1.70179
28,1.26714,1.34515
28,-0.597941,-1.0265
28,0.358689,0.126055
28,1.26714,1.34515
28,1.26714,1.34515
28,0.199211,1.25061
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,1.39256,2.02631
28,1.06532,-0.47033
28,0.199211,1.25061
28,0.199211,1.25061
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,0.199211,1.25061
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,1.26714,1.34515
28,0.199211,1.25061
28,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,0.199211,1.25061
29,1.26714,1.34515
29,0.51221,-0.866207
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,0.881216,0.0812507
29,0.78563,0.293055
29,0.790138,0.295489
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,0.199211,1.25061
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,0.386303,-0.155049
29,1.68044,-1.60917
29,1.26714,1.34515
29,1.26714,1.34515
29,1.39256,2.02631
29,0.309119,0.637344
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,2.01444,0.154534
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.62983,-0.962263
29,1.42849,1.88188
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.39256,2.02631
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
29,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,0.762088,0.258236
30,1.73921,-2.00354
30,1.26714,1.34515
30,0.602254,-0.602708
30,1.26714,1.34515
30,1.39256,2.02631
30,1.26714,1.34515
30,1.42849,1.88188
30,1.42849,1.88188
30,0.415669,-0.422286
30,1.26714,1.34515
30,1.39256,2.02631
30,1.26714,1.34515
30,1.26714,1.34515
30,0.411907,-0.3906
30,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,1.42849,1.88188
30,1.26714,1.34515
30,1.26714,1.34515
30,0.790138,0.295489
30,1.26714,1.34515
30,2.00373,0.0678144
30,1.39256,2.02631
30,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,0.826325,0.266479
30,1.22966,0.918303
30,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,1.12835,-0.145237
30,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,1.39256,2.02631
30,1.96878,-0.267842
30,1.26714,1.34515
30,1.26714,1.34515
30,1.26714,1.34515
30,2.1628,0.386111
30,1.26714,1.34515
30,1.26714,1.34515
31,1.26714,1.34515
31,0.674581,-0.146105
31,0.726883,0.140541
31,1.42849,1.88188
31,1.42849,1.88188
31,0.613723,-0.536088
31,1.26714,1.34515
31,1.39256,2.02631
31,1.42849,1.88188
31,1.39256,2.02631
31,2.07463,0.466228
31,1.42849,1.88188
31,1.26714,1.34515
31,0.459379,-0.7186
31,0.790138,0.295489
31,1.39256,2.02631
31,2.22125,0.111914
31,1.39783,2.01567
31,1.06061,-0.48075
31,1.26714,1.34515
31,1.26714,1.34515
31,0.762088,0.258236
31,1.26714,1.34515
31,1.26714,1.34515
31,0.751957,0.232077
31,1.39256,2.02631
31,1.89994,-1.05867
31,1.39256,2.02631
31,0.446514,-0.64638
31,1.26714,1.34515
31,2.17498,0.336949
31,1.42849,1.88188
31,1.74762,-2.0238
31,1.26714,1.34515
31,1.39256,2.02631
31,1.26714,1.34515
31,1.26714,1.34515
31,1.26714,1.34515
31,1.26714,1.34515
31,1.42849,1.88188
31,1.42849,1.88188
31,1.39256,2.02631
31,1.52737,0.721666
31,1.39256,2.02631
31,1.07242,-0.450937
31,1.39256,2.02631
31,1.47307,1.47889
31,1.26714,1.34515
31,1.26714,1.34515
31,1.39256,2.02631
32,1.39256,2.02631
32,0.919122,-0.105654
32,1.26714,1.34515
32,2.04953,0.374162
32,1.42849,1.88188
32,1.26714,1.34515
32,1.39256,2.02631
32,1.42849,1.88188
32,2.22125,0.111914
32,1.26714,1.34515
32,1.39256,2.02631
32,2.19683,0.235796
32,1.39256,2.02631
32,1.42849,1.88188
32,1.39256,2.02631
32,0.65399,-0.279042
32,1.42849,1.88188
32,1.26714,1.34515
32,1.26714,1.34515
32,1.61179,-0.682929
32,1.6544,-1.3058
32,0.979492,-0.388749
32,1.39783,2.01567
32,1.39256,2.02631
32,1.39256,2.02631
32,1.39783,2.01567
32,1.39783,2.01567
32,1.39256,2.02631
32,1.26714,1.34515
32,1.26714,1.34515
32,1.0691,-0.460562
32,0.393065,-0.220248
32,1.39783,2.01567
32,1.39256,2.02631
32,0.897385,0.00453846
32,1.26714,1.34515
32,1.42849,1.88188
32,1.39256,2.02631
32,0.866388,0.144661
32,1.09945,-0.33652
32,1.42849,1.88188
32,1.42849,1.88188
32,1.52737,0.721666
32,1.42849,1.88188
32,1.39256,2.02631
32,1.26714,1.34515
32,1.26714,1.34515
32,1.42849,1.88188
32,1.42849,1.88188
32,1.26714,1.34515
33,1.26714,1.34515
33,2.19683,0.235796
33,0.466329,-0.751915
33,1.91245,-0.912184
33,1.42849,1.88188
33,1.41824,1.9402
33,1.39256,2.02631
33,2.12741,0.485151
33,1.39783,2.01567
33,1.42849,1.88188
33,1.42849,1.88188
33,1.39256,2.02631
33,1.26714,1.34515
33,1.39256,2.02631
33,1.39256,2.02631
33,1.39256,2.02631
33,1.39256,2.02631
33,1.39783,2.01567
33,1.39256,2.02631
33,2.22125,0.111914
33,1.39256,2.02631
33,0.864695,0.151377
33,1.71552,-1.89686
33,1.39256,2.02631
33,1.39256,2.02631
33,2.28374,-0.177281
33,1.39783,2.01567
33,1.39783,2.01567
33,1.39783,2.01567
33,1.39256,2.02631
33,1.85918,-1.50314
33,1.39256,2.02631
33,1.42849,1.88188
33,1.39256,2.02631
33,1.94597,-0.5199
33,1.42849,1.88188
33,1.42849,1.88188
33,1.39256,2.02631
33,1.89304,-1.13825
33,1.39256,2.02631
33,1.39256,2.02631
33,1.39256,2.02631
33,1.39256,2.02631
33,1.39256,2.02631
33,1.53453,0.60688
33,1.39783,2.01567
33,1.39256,2.02631
33,1.39783,2.01567
33,1.39256,2.02631
33,1.26714,1.34515
34,1.39256,2.02631
34,1.39783,2.01567
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.31701,1.80153
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.6476,-1.21565
34,1.39256,2.02631
34,1.39783,2.01567
34,1.39256,2.02631
34,1.39256,2.02631
34,1.3101,1.74981
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.41294,1.96502
34,1.16238,0.16016
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39783,2.01567
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.26714,1.34515
34,2.33825,-0.294783
34,1.39256,2.02631
34,2.29203,-0.205773
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,1.39256,2.02631
34,2.21776,0.129898
34,0.505794,-0.861378
34,1.28464,1.52502
34,1.39256,2.02631
34,2.27842,-0.157327
34,1.39256,2.02631
34,1.48285,1.36108
35,0.498804,-0.852007
35,1.56333,0.126761
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.51473,0.917768
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,0.932898,-0.176345
35,1.39256,2.02631
35,1.9149,-0.88329
35,1.39256,2.02631
35,1.36464,2.02279
35,1.97002,-0.254772
35,1.39256,2.02631
35,1.42692,1.89166
35,1.39256,2.02631
35,1.39256,2.02631
35,0.775596,0.282733
35,1.39256,2.02631
35,1.54941,0.36157
35,1.39256,2.02631
35,1.43351,1.84844
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.76652,-2.03575
35,1.3101,1.74981
35,1.39256,2.02631
35,1.68935,-1.69611
35,0.965052,-0.330223
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.39256,2.02631
35,1.11742,-0.225613
35,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.13052,-0.128142
36,0.775596,0.282733
36,1.41869,1.93792
36,1.74259,-2.0128
36,1.13152,-0.120224
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.75478,-2.03377
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,2.34576,-0.296612
36,1.39256,2.02631
36,1.90373,-1.01458
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,2.29811,-0.224512
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,1.39256,2.02631
36,0.467529,-0.757255
36,1.11742,-0.225613
36,1.39256,2.02631
36,1.54917,0.36551
36,1.87108,-1.38106
36,1.39256,2.02631
37,1.39256,2.02631
37,0.711051,0.0652701
37,2.33832,-0.294818
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.15551,0.0924695
37,0.569251,-0.76172
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,2.09008,0.495481
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.76835,-2.03446
37,1.39256,2.02631
37,1.06932,-0.459954
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.89295,-1.13937
37,1.39256,2.02631
37,1.43021,1.87077
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.18789,0.432287
37,1.7176,-1.90909
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.39256,2.02631
37,1.21199,0.710023
38,1.39256,2.02631
38,1.39256,2.02631
38,1.32934,1.88245
38,1.58286,-0.204659
38,1.39256,2.02631
38,1.64975,-1.24458
38,1.39256,2.02631
38,1.67782,-1.5818
38,1.39256,2.02631
38,0.862333,0.160544
38,0.827838,0.263462
38,1.39256,2.02631
38,1.21174,0.707058
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,0.716084,0.0905074
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.25444,1.20518
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,2.08527,0.488579
38,1.39256,2.02631
38,1.39256,2.02631
38,2.10436,0.504528
38,1.39256,2.02631
38,1.39256,2.02631
38,1.68364,-1.64146
38,1.39256,2.02631
38,1.18789,0.432287
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.39256,2.02631
38,1.93114,-0.69191
39,1.39256,2.02631
39,1.39256,2.02631
39,0.778425,0.286328
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
39,0.596637,-0.63353
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
39,0.764849,0.264221
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
39,1.39256,2.02631
